episode,time,r_sum
195,50,4.899999999999999
196,50,4.899999999999999
197,50,4.899999999999999
198,50,4.899999999999999
199,50,4.899999999999999
200,50,4.899999999999999
201,50,4.899999999999999
202,50,4.899999999999999
203,50,4.899999999999999
204,50,4.899999999999999
205,50,4.899999999999999
206,50,4.899999999999999
207,50,4.899999999999999
208,50,4.899999999999999
209,50,4.899999999999999
210,50,4.899999999999999
211,50,4.899999999999999
212,50,4.899999999999999
213,50,4.899999999999999
214,50,4.899999999999999
215,50,4.899999999999999
216,50,4.899999999999999
217,50,4.899999999999999
218,50,4.899999999999999
219,50,4.899999999999999
220,50,4.899999999999999
221,50,4.899999999999999
222,50,4.899999999999999
223,50,4.899999999999999
224,50,4.899999999999999
225,50,4.899999999999999
226,50,4.899999999999999
227,50,4.899999999999999
228,50,4.899999999999999
229,50,4.899999999999999
230,50,4.899999999999999
231,50,4.899999999999999
232,50,4.899999999999999
233,50,4.899999999999999
234,50,4.899999999999999
235,50,4.899999999999999
236,50,4.899999999999999
237,50,4.899999999999999
238,50,4.899999999999999
239,50,4.899999999999999
240,50,4.899999999999999
241,50,4.899999999999999
242,50,4.899999999999999
243,50,4.899999999999999
244,50,4.899999999999999
245,50,4.899999999999999
246,50,4.899999999999999
247,50,4.899999999999999
248,50,4.899999999999999
249,50,4.899999999999999
250,50,4.899999999999999
251,50,4.899999999999999
252,50,4.899999999999999
253,50,4.899999999999999
254,50,4.899999999999999
255,50,4.899999999999999
256,50,4.899999999999999
257,50,4.899999999999999
258,50,4.899999999999999
259,50,4.899999999999999
260,50,4.899999999999999
261,50,4.899999999999999
262,50,4.899999999999999
263,50,4.899999999999999
264,50,4.899999999999999
265,50,4.899999999999999
266,50,4.899999999999999
267,50,4.899999999999999
268,50,4.899999999999999
269,50,4.899999999999999
270,50,4.899999999999999
271,50,4.899999999999999
272,50,4.899999999999999
273,50,4.899999999999999
274,50,4.899999999999999
275,50,4.899999999999999
276,50,4.899999999999999
277,50,4.899999999999999
278,50,4.899999999999999
279,50,4.899999999999999
280,50,4.899999999999999
281,50,4.899999999999999
282,50,4.899999999999999
283,50,4.899999999999999
284,50,4.899999999999999
285,50,4.899999999999999
286,50,4.899999999999999
287,50,4.899999999999999
288,50,4.899999999999999
289,50,4.899999999999999
290,50,4.899999999999999
291,50,4.899999999999999
292,50,4.899999999999999
293,50,4.899999999999999
294,50,4.899999999999999
295,50,4.899999999999999
296,50,4.899999999999999
297,50,4.899999999999999
298,50,4.899999999999999
299,50,4.899999999999999
300,50,4.899999999999999
301,50,4.899999999999999
302,50,4.899999999999999
303,50,4.899999999999999
304,50,4.899999999999999
305,50,4.899999999999999
306,50,4.899999999999999
307,50,4.899999999999999
308,50,4.899999999999999
309,50,4.899999999999999
310,50,4.899999999999999
311,50,4.899999999999999
312,50,4.899999999999999
313,50,4.899999999999999
314,50,4.899999999999999
315,50,4.899999999999999
316,50,4.899999999999999
317,50,4.899999999999999
318,50,4.899999999999999
319,50,4.899999999999999
320,50,4.899999999999999
321,50,4.899999999999999
322,50,4.899999999999999
323,50,4.899999999999999
324,50,4.899999999999999
325,50,4.899999999999999
326,50,4.899999999999999
327,50,4.899999999999999
328,50,4.899999999999999
329,50,4.899999999999999
330,50,4.899999999999999
331,50,4.899999999999999
332,50,4.899999999999999
333,50,4.899999999999999
334,50,4.899999999999999
335,50,4.899999999999999
336,50,4.899999999999999
337,50,4.899999999999999
338,50,4.899999999999999
339,50,4.899999999999999
340,50,4.899999999999999
341,50,4.899999999999999
342,50,4.899999999999999
343,50,4.899999999999999
344,50,4.899999999999999
345,50,4.899999999999999
346,50,4.899999999999999
347,50,4.899999999999999
348,50,4.899999999999999
349,50,4.899999999999999
350,50,4.899999999999999
351,50,4.899999999999999
352,50,4.899999999999999
353,50,4.899999999999999
354,50,4.899999999999999
355,50,4.899999999999999
356,50,4.899999999999999
357,50,4.899999999999999
358,50,4.899999999999999
359,50,4.899999999999999
360,50,4.899999999999999
361,50,4.899999999999999
362,50,4.899999999999999
363,50,4.899999999999999
364,50,4.899999999999999
365,50,4.899999999999999
366,50,4.899999999999999
367,50,4.899999999999999
368,50,4.899999999999999
369,50,4.899999999999999
370,50,4.899999999999999
371,50,4.899999999999999
372,50,4.899999999999999
373,50,4.899999999999999
374,50,4.899999999999999
375,50,4.899999999999999
376,50,4.899999999999999
377,50,4.899999999999999
378,50,4.899999999999999
379,50,4.899999999999999
380,50,4.899999999999999
381,50,4.899999999999999
382,50,4.899999999999999
383,50,4.899999999999999
384,50,4.899999999999999
385,50,4.899999999999999
386,50,4.899999999999999
387,50,4.899999999999999
388,50,4.899999999999999
389,50,4.899999999999999
390,50,4.899999999999999
391,50,4.899999999999999
392,50,4.899999999999999
393,50,4.899999999999999
394,50,4.899999999999999
395,50,4.899999999999999
396,50,4.899999999999999
397,50,4.899999999999999
398,50,4.899999999999999
399,50,4.899999999999999
400,50,4.899999999999999
401,50,4.899999999999999
402,50,4.899999999999999
403,50,4.899999999999999
404,50,4.899999999999999
405,50,4.899999999999999
406,50,4.899999999999999
407,50,4.899999999999999
408,50,4.899999999999999
409,50,4.899999999999999
410,50,4.899999999999999
411,50,4.899999999999999
412,50,4.899999999999999
413,50,4.899999999999999
414,50,4.899999999999999
415,50,4.899999999999999
416,50,4.899999999999999
417,50,4.899999999999999
418,50,4.899999999999999
419,50,4.899999999999999
420,50,4.899999999999999
421,50,4.899999999999999
422,50,4.899999999999999
423,50,4.899999999999999
424,50,4.899999999999999
425,50,4.899999999999999
426,50,4.899999999999999
427,50,4.899999999999999
428,50,4.899999999999999
429,50,4.899999999999999
430,50,4.899999999999999
431,50,4.899999999999999
432,50,4.899999999999999
433,50,4.899999999999999
434,50,4.899999999999999
435,50,4.899999999999999
436,50,4.899999999999999
437,50,4.899999999999999
438,50,4.899999999999999
439,50,4.899999999999999
440,50,4.899999999999999
441,50,4.899999999999999
442,50,4.899999999999999
443,50,4.899999999999999
444,50,4.899999999999999
445,50,4.899999999999999
446,50,4.899999999999999
447,50,4.899999999999999
448,50,4.899999999999999
449,50,4.899999999999999
450,50,4.899999999999999
451,50,4.899999999999999
452,50,4.899999999999999
453,50,4.899999999999999
454,50,4.899999999999999
455,50,4.899999999999999
456,50,4.899999999999999
457,50,4.899999999999999
458,50,4.899999999999999
459,50,4.899999999999999
460,50,4.899999999999999
461,50,4.899999999999999
462,50,4.899999999999999
463,50,4.899999999999999
464,50,4.899999999999999
465,50,4.899999999999999
466,50,4.899999999999999
467,50,4.899999999999999
468,50,4.899999999999999
469,50,4.899999999999999
470,50,4.899999999999999
471,50,4.899999999999999
472,50,4.899999999999999
473,50,4.899999999999999
474,50,4.899999999999999
475,50,4.899999999999999
476,50,4.899999999999999
477,50,4.899999999999999
478,50,4.899999999999999
479,50,4.899999999999999
480,50,4.899999999999999
481,50,4.899999999999999
482,50,4.899999999999999
483,50,4.899999999999999
484,50,4.899999999999999
485,50,4.899999999999999
486,50,4.899999999999999
487,50,4.899999999999999
488,50,4.899999999999999
489,50,4.899999999999999
490,50,4.899999999999999
491,50,4.899999999999999
492,50,4.899999999999999
493,50,4.899999999999999
494,50,4.899999999999999
495,50,4.899999999999999
496,50,4.899999999999999
497,50,4.899999999999999
498,50,4.899999999999999
499,50,4.899999999999999
500,50,4.899999999999999
501,50,4.899999999999999
502,50,4.899999999999999
503,50,4.899999999999999
504,50,4.899999999999999
505,50,4.899999999999999
506,50,4.899999999999999
507,50,4.899999999999999
508,50,4.899999999999999
509,50,4.899999999999999
510,50,4.899999999999999
511,50,4.899999999999999
512,50,4.899999999999999
513,50,4.899999999999999
514,50,4.899999999999999
515,50,4.899999999999999
516,50,4.899999999999999
517,50,4.899999999999999
518,50,4.899999999999999
519,50,4.899999999999999
520,50,4.899999999999999
521,50,4.899999999999999
522,50,4.899999999999999
523,50,4.899999999999999
524,50,4.899999999999999
525,50,4.899999999999999
526,50,4.899999999999999
527,50,4.899999999999999
528,50,4.899999999999999
529,50,4.899999999999999
530,50,4.899999999999999
531,50,4.899999999999999
532,50,4.899999999999999
533,50,4.899999999999999
534,50,4.899999999999999
535,50,4.899999999999999
536,50,4.899999999999999
537,50,4.899999999999999
538,50,4.899999999999999
539,50,4.899999999999999
540,50,4.899999999999999
541,50,4.899999999999999
542,50,4.899999999999999
543,50,4.899999999999999
544,50,4.899999999999999
545,50,4.899999999999999
546,50,4.899999999999999
547,50,4.899999999999999
548,50,4.899999999999999
549,50,4.899999999999999
550,50,4.899999999999999
551,50,4.899999999999999
552,50,4.899999999999999
553,50,4.899999999999999
554,50,4.899999999999999
555,50,4.899999999999999
556,50,4.899999999999999
557,50,4.899999999999999
558,50,4.899999999999999
559,50,4.899999999999999
560,50,4.899999999999999
561,50,4.899999999999999
562,50,4.899999999999999
563,50,4.899999999999999
564,50,4.899999999999999
565,50,4.899999999999999
566,50,4.899999999999999
567,50,4.899999999999999
568,50,4.899999999999999
569,50,4.899999999999999
570,50,4.899999999999999
571,50,4.899999999999999
572,50,4.899999999999999
573,50,4.899999999999999
574,50,4.899999999999999
575,50,4.899999999999999
576,50,4.899999999999999
577,50,4.899999999999999
578,50,4.899999999999999
579,50,4.899999999999999
580,50,4.899999999999999
581,50,4.899999999999999
582,50,4.899999999999999
583,50,4.899999999999999
584,50,4.899999999999999
585,50,4.899999999999999
586,50,4.899999999999999
587,50,4.899999999999999
588,50,4.899999999999999
589,50,4.899999999999999
590,50,4.899999999999999
591,50,4.899999999999999
592,50,4.899999999999999
593,50,4.899999999999999
594,50,4.899999999999999
595,50,4.899999999999999
596,50,4.899999999999999
597,50,4.899999999999999
598,50,4.899999999999999
599,50,4.899999999999999
600,50,4.899999999999999
601,50,4.899999999999999
602,50,4.899999999999999
603,50,4.899999999999999
604,50,4.899999999999999
605,50,4.899999999999999
606,50,4.899999999999999
607,50,4.899999999999999
608,50,4.899999999999999
609,50,4.899999999999999
610,50,4.899999999999999
611,50,4.899999999999999
612,50,4.899999999999999
613,50,4.899999999999999
614,50,4.899999999999999
615,50,4.899999999999999
616,50,4.899999999999999
617,50,4.899999999999999
618,50,4.899999999999999
619,50,4.899999999999999
620,50,4.899999999999999
621,50,4.899999999999999
622,50,4.899999999999999
623,50,4.899999999999999
624,50,4.899999999999999
625,50,4.899999999999999
626,50,4.899999999999999
627,50,4.899999999999999
628,50,4.899999999999999
629,50,4.899999999999999
630,50,4.899999999999999
631,50,4.899999999999999
632,50,4.899999999999999
633,50,4.899999999999999
634,50,4.899999999999999
635,50,4.899999999999999
636,50,4.899999999999999
637,50,4.899999999999999
638,50,4.899999999999999
639,50,4.899999999999999
640,50,4.899999999999999
641,50,4.899999999999999
642,50,4.899999999999999
643,50,4.899999999999999
644,50,4.899999999999999
645,50,4.899999999999999
646,50,4.899999999999999
647,50,4.899999999999999
648,50,4.899999999999999
649,50,4.899999999999999
650,50,4.899999999999999
651,50,4.899999999999999
652,50,4.899999999999999
653,50,4.899999999999999
654,50,4.899999999999999
655,50,4.899999999999999
656,50,4.899999999999999
657,50,4.899999999999999
658,50,4.899999999999999
659,50,4.899999999999999
660,50,4.899999999999999
661,50,4.899999999999999
662,50,4.899999999999999
663,50,4.899999999999999
664,50,4.899999999999999
665,50,4.899999999999999
666,50,4.899999999999999
667,50,4.899999999999999
668,50,4.899999999999999
669,50,4.899999999999999
670,50,4.899999999999999
671,50,4.899999999999999
672,50,4.899999999999999
673,50,4.899999999999999
674,50,4.899999999999999
675,50,4.899999999999999
676,50,4.899999999999999
677,50,4.899999999999999
678,50,4.899999999999999
679,50,4.899999999999999
680,50,4.899999999999999
681,50,4.899999999999999
682,50,4.899999999999999
683,50,4.899999999999999
684,50,4.899999999999999
685,50,4.899999999999999
686,50,4.899999999999999
687,50,4.899999999999999
688,50,4.899999999999999
689,50,4.899999999999999
690,50,4.899999999999999
691,50,4.899999999999999
692,50,4.899999999999999
693,50,4.899999999999999
694,50,4.899999999999999
695,50,4.899999999999999
696,50,4.899999999999999
697,50,4.899999999999999
698,50,4.899999999999999
699,50,4.899999999999999
700,50,4.899999999999999
701,50,4.899999999999999
702,50,4.899999999999999
703,50,4.899999999999999
704,50,4.899999999999999
705,50,4.899999999999999
706,50,4.899999999999999
707,50,4.899999999999999
708,50,4.899999999999999
709,50,4.899999999999999
710,50,4.899999999999999
711,50,4.899999999999999
712,50,4.899999999999999
713,50,4.899999999999999
714,50,4.899999999999999
715,50,4.899999999999999
716,50,4.899999999999999
717,50,4.899999999999999
718,50,4.899999999999999
719,50,4.899999999999999
720,50,4.899999999999999
721,50,4.899999999999999
722,50,4.899999999999999
723,50,4.899999999999999
724,50,4.899999999999999
725,50,4.899999999999999
726,50,4.899999999999999
727,50,4.899999999999999
728,50,4.899999999999999
729,50,4.899999999999999
730,50,4.899999999999999
731,50,4.899999999999999
732,50,4.899999999999999
733,50,4.899999999999999
734,50,4.899999999999999
735,50,4.899999999999999
736,50,4.899999999999999
737,50,4.899999999999999
738,50,4.899999999999999
739,50,4.899999999999999
740,50,4.899999999999999
741,50,4.899999999999999
742,50,4.899999999999999
743,50,4.899999999999999
744,50,4.899999999999999
745,50,4.899999999999999
746,50,4.899999999999999
747,50,4.899999999999999
748,50,4.899999999999999
749,50,4.899999999999999
750,50,4.899999999999999
751,50,4.899999999999999
752,50,4.899999999999999
753,50,4.899999999999999
754,50,4.899999999999999
755,50,4.899999999999999
756,50,4.899999999999999
757,50,4.899999999999999
758,50,4.899999999999999
759,50,4.899999999999999
760,50,4.899999999999999
761,50,4.899999999999999
762,50,4.899999999999999
763,50,4.899999999999999
764,50,4.899999999999999
765,50,4.899999999999999
766,50,4.899999999999999
767,50,4.899999999999999
768,50,4.899999999999999
769,50,4.899999999999999
770,50,4.899999999999999
771,50,4.899999999999999
772,50,4.899999999999999
773,50,4.899999999999999
774,50,4.899999999999999
775,50,4.899999999999999
776,50,4.899999999999999
777,50,4.899999999999999
778,50,4.899999999999999
779,50,4.899999999999999
780,50,4.899999999999999
781,50,4.899999999999999
782,50,4.899999999999999
783,50,4.899999999999999
784,50,4.899999999999999
785,50,4.899999999999999
786,50,4.899999999999999
787,50,4.899999999999999
788,50,4.899999999999999
789,50,4.899999999999999
790,50,4.899999999999999
791,50,4.899999999999999
792,50,4.899999999999999
793,50,4.899999999999999
794,50,4.899999999999999
795,50,4.899999999999999
796,50,4.899999999999999
797,50,4.899999999999999
798,50,4.899999999999999
799,50,4.899999999999999
800,50,4.899999999999999
801,50,4.899999999999999
802,50,4.899999999999999
803,50,4.899999999999999
804,50,4.899999999999999
805,50,4.899999999999999
806,50,4.899999999999999
807,50,4.899999999999999
808,50,4.899999999999999
809,50,4.899999999999999
810,50,4.899999999999999
811,50,4.899999999999999
812,50,4.899999999999999
813,50,4.899999999999999
814,50,4.899999999999999
815,50,4.899999999999999
816,50,4.899999999999999
817,50,4.899999999999999
818,50,4.899999999999999
819,50,4.899999999999999
820,50,4.899999999999999
821,50,4.899999999999999
822,50,4.899999999999999
823,50,4.899999999999999
824,50,4.899999999999999
825,50,4.899999999999999
826,50,4.899999999999999
827,50,4.899999999999999
828,50,4.899999999999999
829,50,4.899999999999999
830,50,4.899999999999999
831,50,4.899999999999999
832,50,4.899999999999999
833,50,4.899999999999999
834,50,4.899999999999999
835,50,4.899999999999999
836,50,4.899999999999999
837,50,4.899999999999999
838,50,4.899999999999999
839,50,4.899999999999999
840,50,4.899999999999999
841,50,4.899999999999999
842,50,4.899999999999999
843,50,4.899999999999999
844,50,4.899999999999999
845,50,4.899999999999999
846,50,4.899999999999999
847,50,4.899999999999999
848,50,4.899999999999999
849,50,4.899999999999999
850,50,4.899999999999999
851,50,4.899999999999999
852,50,4.899999999999999
853,50,4.899999999999999
854,50,4.899999999999999
855,50,4.899999999999999
856,50,4.899999999999999
857,50,4.899999999999999
858,50,4.899999999999999
859,50,4.899999999999999
860,50,4.899999999999999
861,50,4.899999999999999
862,50,4.899999999999999
863,50,4.899999999999999
864,50,4.899999999999999
865,50,4.899999999999999
866,50,4.899999999999999
867,50,4.899999999999999
868,50,4.899999999999999
869,50,4.899999999999999
870,50,4.899999999999999
871,50,4.899999999999999
872,50,4.899999999999999
873,50,4.899999999999999
874,50,4.899999999999999
875,50,4.899999999999999
876,50,4.899999999999999
877,50,4.899999999999999
878,50,4.899999999999999
879,50,4.899999999999999
880,50,4.899999999999999
881,50,4.899999999999999
882,50,4.899999999999999
883,50,4.899999999999999
884,50,4.899999999999999
885,50,4.899999999999999
886,50,4.899999999999999
887,50,4.899999999999999
888,50,4.899999999999999
889,50,4.899999999999999
890,50,4.899999999999999
891,50,4.899999999999999
892,50,4.899999999999999
893,50,4.899999999999999
894,50,4.899999999999999
895,50,4.899999999999999
896,50,4.899999999999999
897,50,4.899999999999999
898,50,4.899999999999999
899,50,4.899999999999999
900,50,4.899999999999999
901,50,4.899999999999999
902,50,4.899999999999999
903,50,4.899999999999999
904,50,4.899999999999999
905,50,4.899999999999999
906,50,4.899999999999999
907,50,4.899999999999999
908,50,4.899999999999999
909,50,4.899999999999999
910,50,4.899999999999999
911,50,4.899999999999999
912,50,4.899999999999999
913,50,4.899999999999999
914,50,4.899999999999999
915,50,4.899999999999999
916,50,4.899999999999999
917,50,4.899999999999999
918,50,4.899999999999999
919,50,4.899999999999999
920,50,4.899999999999999
921,50,4.899999999999999
922,50,4.899999999999999
923,50,4.899999999999999
924,50,4.899999999999999
925,50,4.899999999999999
926,50,4.899999999999999
927,50,4.899999999999999
928,50,4.899999999999999
929,50,4.899999999999999
930,50,4.899999999999999
931,50,4.899999999999999
932,50,4.899999999999999
933,50,4.899999999999999
934,50,4.899999999999999
935,50,4.899999999999999
936,50,4.899999999999999
937,50,4.899999999999999
938,50,4.899999999999999
939,50,4.899999999999999
940,50,4.899999999999999
941,50,4.899999999999999
942,50,4.899999999999999
943,50,4.899999999999999
944,50,4.899999999999999
945,50,4.899999999999999
946,50,4.899999999999999
947,50,4.899999999999999
948,50,4.899999999999999
949,50,4.899999999999999
950,50,4.899999999999999
951,50,4.899999999999999
952,50,4.899999999999999
953,50,4.899999999999999
954,50,4.899999999999999
955,50,4.899999999999999
956,50,4.899999999999999
957,50,4.899999999999999
958,50,4.899999999999999
959,50,4.899999999999999
960,50,4.899999999999999
961,50,4.899999999999999
962,50,4.899999999999999
963,50,4.899999999999999
964,50,4.899999999999999
965,50,4.899999999999999
966,50,4.899999999999999
967,50,4.899999999999999
968,50,4.899999999999999
969,50,4.899999999999999
970,50,4.899999999999999
971,50,4.899999999999999
972,50,4.899999999999999
973,50,4.899999999999999
974,50,4.899999999999999
975,50,4.899999999999999
976,50,4.899999999999999
977,50,4.899999999999999
978,50,4.899999999999999
979,50,4.899999999999999
980,50,4.899999999999999
981,50,4.899999999999999
982,50,4.899999999999999
983,50,4.899999999999999
984,50,4.899999999999999
985,50,4.899999999999999
986,50,4.899999999999999
987,50,4.899999999999999
988,50,4.899999999999999
989,50,4.899999999999999
990,50,4.899999999999999
991,50,4.899999999999999
992,50,4.899999999999999
993,50,4.899999999999999
994,50,4.899999999999999
995,50,4.899999999999999
996,50,4.899999999999999
997,50,4.899999999999999
998,50,4.899999999999999
999,50,4.899999999999999
1000,50,4.899999999999999
1001,50,4.899999999999999
1002,50,4.899999999999999
1003,50,4.899999999999999
1004,50,4.899999999999999
1005,50,4.899999999999999
1006,50,4.899999999999999
1007,50,4.899999999999999
1008,50,4.899999999999999
1009,50,4.899999999999999
1010,50,4.899999999999999
1011,50,4.899999999999999
1012,50,4.899999999999999
1013,50,4.899999999999999
1014,50,4.899999999999999
1015,50,4.899999999999999
1016,50,4.899999999999999
1017,50,4.899999999999999
1018,50,4.899999999999999
1019,50,4.899999999999999
1020,50,4.899999999999999
1021,50,4.899999999999999
1022,50,4.899999999999999
1023,50,4.899999999999999
1024,50,4.899999999999999
1025,50,4.899999999999999
1026,50,4.899999999999999
1027,50,4.899999999999999
1028,50,4.899999999999999
1029,50,4.899999999999999
1030,50,4.899999999999999
1031,50,4.899999999999999
1032,50,4.899999999999999
1033,50,4.899999999999999
1034,50,4.899999999999999
1035,50,4.899999999999999
1036,50,4.899999999999999
1037,50,4.899999999999999
1038,50,4.899999999999999
1039,50,4.899999999999999
1040,50,4.899999999999999
1041,50,4.899999999999999
1042,50,4.899999999999999
1043,50,4.899999999999999
1044,50,4.899999999999999
1045,50,4.899999999999999
1046,50,4.899999999999999
1047,50,4.899999999999999
1048,50,4.899999999999999
1049,50,4.899999999999999
1050,50,4.899999999999999
1051,50,4.899999999999999
1052,50,4.899999999999999
1053,50,4.899999999999999
1054,50,4.899999999999999
1055,50,4.899999999999999
1056,50,4.899999999999999
1057,50,4.899999999999999
1058,50,4.899999999999999
1059,50,4.899999999999999
1060,50,4.899999999999999
1061,50,4.899999999999999
1062,50,4.899999999999999
1063,50,4.899999999999999
1064,50,4.899999999999999
1065,50,4.899999999999999
1066,50,4.899999999999999
1067,50,4.899999999999999
1068,50,4.899999999999999
1069,50,4.899999999999999
1070,50,4.899999999999999
1071,50,4.899999999999999
1072,50,4.899999999999999
1073,50,4.899999999999999
1074,50,4.899999999999999
1075,50,4.899999999999999
1076,50,4.899999999999999
1077,50,4.899999999999999
1078,50,4.899999999999999
1079,50,4.899999999999999
1080,50,4.899999999999999
1081,50,4.899999999999999
1082,50,4.899999999999999
1083,50,4.899999999999999
1084,50,4.899999999999999
1085,50,4.899999999999999
1086,50,4.899999999999999
1087,50,4.899999999999999
1088,50,4.899999999999999
1089,50,4.899999999999999
1090,50,4.899999999999999
1091,50,4.899999999999999
1092,50,4.899999999999999
1093,50,4.899999999999999
1094,50,4.899999999999999
1095,50,4.899999999999999
1096,50,4.899999999999999
1097,50,4.899999999999999
1098,50,4.899999999999999
1099,50,4.899999999999999
1100,50,4.899999999999999
1101,50,4.899999999999999
1102,50,4.899999999999999
1103,50,4.899999999999999
1104,50,4.899999999999999
1105,50,4.899999999999999
1106,50,4.899999999999999
1107,50,4.899999999999999
1108,50,4.899999999999999
1109,50,4.899999999999999
1110,50,4.899999999999999
1111,50,4.899999999999999
1112,50,4.899999999999999
1113,50,4.899999999999999
1114,50,4.899999999999999
1115,50,4.899999999999999
1116,50,4.899999999999999
1117,50,4.899999999999999
1118,50,4.899999999999999
1119,50,4.899999999999999
1120,50,4.899999999999999
1121,50,4.899999999999999
1122,50,4.899999999999999
1123,50,4.899999999999999
1124,50,4.899999999999999
1125,50,4.899999999999999
1126,50,4.899999999999999
1127,50,4.899999999999999
1128,50,4.899999999999999
1129,50,4.899999999999999
1130,50,4.899999999999999
1131,50,4.899999999999999
1132,50,4.899999999999999
1133,50,4.899999999999999
1134,50,4.899999999999999
1135,50,4.899999999999999
1136,50,4.899999999999999
1137,50,4.899999999999999
1138,50,4.899999999999999
1139,50,4.899999999999999
1140,50,4.899999999999999
1141,50,4.899999999999999
1142,50,4.899999999999999
1143,50,4.899999999999999
1144,50,4.899999999999999
1145,50,4.899999999999999
1146,50,4.899999999999999
1147,50,4.899999999999999
1148,50,4.899999999999999
1149,50,4.899999999999999
1150,50,4.899999999999999
1151,50,4.899999999999999
1152,50,4.899999999999999
