相对强度 运行#1,位置 (米 m) 运行#1,相对强度 运行#2,位置 (米 m) 运行#2,相对强度 运行#3,位置 (米 m) 运行#3,相对强度 运行#4,位置 (米 m) 运行#4
0.052383,0.11861,0.020844,0.17188,0.42226,0.089256,0.41646,0.077993
0.052078,0.11861,0.021973,0.17188,0.43549,0.089275,0.41544,0.077993
0.051773,0.11861,0.021255,0.17188,0.44495,0.089295,0.40292,0.077993
0.051773,0.11861,0.020538,0.17188,0.45938,0.089295,0.40231,0.077993
0.051468,0.11861,0.021759,0.17188,0.46295,0.089315,0.39917,0.077993
0.051880,0.11861,0.021454,0.17188,0.47118,0.089335,0.40395,0.077993
0.051468,0.11861,0.022171,0.17188,0.47780,0.089335,0.40375,0.077993
0.052185,0.11861,0.021149,0.17188,0.49164,0.089354,0.39590,0.077993
0.052490,0.11861,0.022369,0.17188,0.48981,0.089354,0.40262,0.077993
0.051773,0.11861,0.022171,0.17188,0.50354,0.089374,0.40436,0.077993
0.051575,0.11861,0.022064,0.17188,0.50404,0.089394,0.40709,0.077993
0.051361,0.11861,0.020950,0.17188,0.51544,0.089394,0.41341,0.077993
0.052383,0.11861,0.022064,0.17188,0.52133,0.089413,0.41840,0.077993
0.051773,0.11861,0.021454,0.17188,0.52948,0.089413,0.42358,0.078012
0.051666,0.11869,0.022369,0.17188,0.53323,0.089433,0.49550,0.078072
0.051666,0.11876,0.021057,0.17188,0.54413,0.089453,0.54128,0.078131
0.052383,0.11878,0.020950,0.17188,0.54657,0.089453,0.56061,0.078150
0.051056,0.11878,0.022369,0.17188,0.55002,0.089473,0.56976,0.078170
0.050751,0.11880,0.021667,0.17188,0.55725,0.089473,0.57118,0.078210
0.051773,0.11888,0.022278,0.17188,0.56061,0.089492,0.56793,0.078210
0.051468,0.11892,0.021454,0.17188,0.56752,0.089492,0.56152,0.078229
0.051056,0.11896,0.022278,0.17188,0.57149,0.089512,0.55745,0.078229
0.050049,0.11898,0.021561,0.17188,0.57698,0.089532,0.55795,0.078249
0.050446,0.11904,0.022064,0.17188,0.57770,0.089532,0.55634,0.078249
0.052780,0.11908,0.020950,0.17188,0.58095,0.089551,0.55420,0.078249
0.051163,0.11914,0.022476,0.17188,0.58267,0.089551,0.54951,0.078269
0.050858,0.11918,0.020950,0.17188,0.58533,0.089551,0.54860,0.078269
0.051575,0.11924,0.021057,0.17188,0.58511,0.089551,0.54514,0.078269
0.051468,0.11928,0.023087,0.17188,0.58572,0.089571,0.54311,0.078269
0.050964,0.11934,0.021866,0.17188,0.58827,0.089571,0.54047,0.078269
0.050049,0.11940,0.022278,0.17188,0.59010,0.089571,0.53487,0.078269
0.051773,0.11943,0.020950,0.17188,0.59224,0.089571,0.53284,0.078269
0.050446,0.11949,0.021057,0.17188,0.59000,0.089571,0.53201,0.078269
0.050751,0.11957,0.021667,0.17188,0.59143,0.089571,0.53568,0.078269
0.051254,0.11963,0.021255,0.17188,0.59030,0.089571,0.53619,0.078269
0.050964,0.11969,0.021149,0.17188,0.59132,0.089571,0.53365,0.078289
0.051773,0.11975,0.022369,0.17188,0.58980,0.089571,0.53192,0.078289
0.049637,0.11983,0.022369,0.17188,0.58736,0.089571,0.53445,0.078289
0.050247,0.11991,0.021866,0.17188,0.59102,0.089571,0.53558,0.078289
0.051163,0.11999,0.022171,0.17188,0.59061,0.089571,0.53558,0.078289
0.051575,0.12007,0.022583,0.17188,0.58899,0.089571,0.53273,0.078289
0.048828,0.12016,0.022278,0.17188,0.59071,0.089571,0.53395,0.078308
0.048416,0.12026,0.021362,0.17188,0.58858,0.089571,0.52094,0.078328
0.051468,0.12036,0.021454,0.17188,0.59010,0.089571,0.50150,0.078348
0.048721,0.12046,0.021866,0.17188,0.58827,0.089571,0.45979,0.078367
0.047913,0.12058,0.022476,0.17188,0.58502,0.089571,0.44443,0.078367
0.047302,0.12068,0.020447,0.17188,0.58389,0.089571,0.44270,0.078367
0.047394,0.12076,0.020844,0.17188,0.58827,0.089571,0.44138,0.078367
0.047302,0.12084,0.021866,0.17188,0.58553,0.089571,0.42897,0.078367
0.045776,0.12091,0.021561,0.17188,0.58797,0.089571,0.42154,0.078367
0.046783,0.12101,0.021057,0.17188,0.58939,0.089571,0.42062,0.078367
0.047195,0.12109,0.021667,0.17188,0.59143,0.089571,0.41940,0.078387
0.045364,0.12117,0.021255,0.17188,0.58755,0.089571,0.41310,0.078387
0.050247,0.12125,0.022476,0.17188,0.59091,0.089571,0.40445,0.078387
0.045166,0.12133,0.021057,0.17188,0.59061,0.089571,0.39407,0.078387
0.044250,0.12143,0.021759,0.17188,0.58919,0.089571,0.36752,0.078407
0.045059,0.12151,0.022171,0.17188,0.58899,0.089571,0.34200,0.078427
0.049835,0.12160,0.022583,0.17188,0.59091,0.089571,0.30721,0.078446
0.043121,0.12168,0.020752,0.17188,0.59357,0.089611,0.30121,0.078446
0.043427,0.12178,0.019836,0.17188,0.59621,0.089650,0.30243,0.078446
0.043427,0.12186,0.022888,0.17188,0.59529,0.089650,0.30365,0.078446
0.043121,0.12196,0.021454,0.17188,0.59651,0.089650,0.29439,0.078446
0.042313,0.12206,0.021454,0.17188,0.59407,0.089650,0.27902,0.078466
0.041504,0.12216,0.021057,0.17188,0.59579,0.089650,0.25777,0.078486
0.040985,0.12224,0.022980,0.17188,0.59143,0.089670,0.21230,0.078505
0.041092,0.12233,0.022888,0.17188,0.59326,0.089690,0.18849,0.078525
0.039978,0.12243,0.021454,0.17188,0.59102,0.089709,0.17099,0.078565
0.040680,0.12251,0.021255,0.17188,0.59122,0.089729,0.12593,0.078584
0.040482,0.12261,0.021973,0.17188,0.58685,0.089729,0.10609,0.078604
0.040070,0.12271,0.022064,0.17188,0.58633,0.089729,0.075684,0.078624
0.038345,0.12279,0.021667,0.17188,0.57729,0.089749,0.067947,0.078624
0.038544,0.12289,0.021362,0.17188,0.57770,0.089768,0.063980,0.078644
0.039154,0.12299,0.021759,0.17188,0.56763,0.089788,0.051575,0.078644
0.038239,0.12306,0.022583,0.17188,0.56763,0.089808,0.043839,0.078663
0.037125,0.12314,0.021667,0.17188,0.56081,0.089808,0.033356,0.078683
0.036926,0.12324,0.020844,0.17188,0.55490,0.089828,0.022278,0.078722
0.036926,0.12332,0.022781,0.17188,0.54697,0.089847,0.023193,0.078742
0.034882,0.12340,0.022476,0.17188,0.53456,0.089867,0.031830,0.078762
0.035492,0.12350,0.022278,0.17188,0.52713,0.089887,0.038345,0.078782
0.035904,0.12358,0.020447,0.17188,0.51971,0.089887,0.046890,0.078782
0.035904,0.12366,0.022476,0.17188,0.51392,0.089907,0.062958,0.078801
0.034576,0.12375,0.022675,0.17188,0.50568,0.089926,0.072525,0.078821
0.034485,0.12383,0.021454,0.17188,0.50262,0.089926,0.081879,0.078821
0.034073,0.12391,0.020142,0.17188,0.49011,0.089946,0.10529,0.078841
0.034988,0.12399,0.021866,0.17188,0.48318,0.089966,0.12756,0.078861
0.033966,0.12407,0.021973,0.17188,0.47881,0.089966,0.17628,0.078900
0.032852,0.12415,0.022171,0.17188,0.47180,0.089985,0.20752,0.078920
0.032654,0.12423,0.021454,0.17188,0.46976,0.089985,0.23305,0.078939
0.033264,0.12429,0.021362,0.17188,0.45776,0.090005,0.29327,0.078959
0.032242,0.12437,0.022781,0.17188,0.45216,0.090005,0.32887,0.078979
0.032852,0.12443,0.021149,0.17188,0.44524,0.090005,0.39621,0.079018
0.031937,0.12450,0.020142,0.17188,0.44006,0.090025,0.43222,0.079038
0.032745,0.12456,0.022583,0.17188,0.42734,0.090025,0.49265,0.079058
0.031219,0.12462,0.021057,0.17188,0.42184,0.090045,0.53853,0.079097
0.030518,0.12470,0.021255,0.17188,0.41096,0.090064,0.59906,0.079117
0.031937,0.12476,0.021561,0.17188,0.40170,0.090084,0.62601,0.079137
0.031937,0.12484,0.020645,0.17188,0.39662,0.090084,0.64911,0.079156
0.029999,0.12490,0.022369,0.17188,0.37729,0.090104,0.68521,0.079176
0.030716,0.12498,0.020950,0.17188,0.36813,0.090124,0.70139,0.079196
0.030197,0.12504,0.020538,0.17188,0.35553,0.090124,0.72011,0.079196
0.030823,0.12512,0.021759,0.17188,0.34810,0.090143,0.72408,0.079216
0.029602,0.12519,0.021866,0.17188,0.33650,0.090143,0.72926,0.079216
0.028168,0.12525,0.022171,0.17188,0.33212,0.090163,0.73140,0.079216
0.029388,0.12531,0.021667,0.17188,0.32552,0.090163,0.73120,0.079216
0.028885,0.12535,0.022064,0.17188,0.31931,0.090183,0.73282,0.079216
0.028275,0.12539,0.022980,0.17188,0.31453,0.090183,0.73262,0.079216
0.028381,0.12545,0.021973,0.17188,0.30904,0.090183,0.73395,0.079216
0.029083,0.12551,0.020538,0.17188,0.30588,0.090183,0.72896,0.079216
0.028671,0.12557,0.021759,0.17188,0.30457,0.090202,0.73129,0.079216
0.027969,0.12563,0.022781,0.17188,0.29855,0.090202,0.72896,0.079216
0.027466,0.12567,0.022171,0.17188,0.29977,0.090202,0.73201,0.079216
0.027359,0.12571,0.020447,0.17188,0.29744,0.090202,0.72632,0.079216
0.028275,0.12575,0.023087,0.17188,0.29663,0.090202,0.72662,0.079216
0.026443,0.12579,0.021255,0.17188,0.29572,0.090202,0.72601,0.079216
0.026947,0.12583,0.022476,0.17188,0.29480,0.090202,0.72621,0.079216
0.027252,0.12587,0.021149,0.17188,0.29256,0.090202,0.72713,0.079235
0.027863,0.12590,0.020645,0.17188,0.28798,0.090202,0.72438,0.079235
0.026749,0.12594,0.022583,0.17188,0.28564,0.090222,0.72610,0.079235
0.026443,0.12598,0.021667,0.17188,0.28146,0.090222,0.72519,0.079235
0.026855,0.12600,0.021561,0.17188,0.27536,0.090222,0.72693,0.079235
0.027969,0.12604,0.022171,0.17188,0.27139,0.090242,0.72510,0.079235
0.026443,0.12606,0.022064,0.17188,0.25980,0.090242,0.72723,0.079235
0.026138,0.12610,0.020035,0.17188,0.25705,0.090262,0.72723,0.079235
0.027771,0.12614,0.020142,0.17188,0.24678,0.090262,0.72580,0.079235
0.027145,0.12616,0.021973,0.17188,0.23863,0.090281,0.72488,0.079235
0.026443,0.12620,0.021667,0.17188,0.22542,0.090301,0.72968,0.079235
0.026855,0.12622,0.021667,0.17188,0.21779,0.090301,0.72733,0.079235
0.026550,0.12626,0.021149,0.17188,0.21280,0.090321,0.72987,0.079235
0.026749,0.12628,0.021973,0.17188,0.19917,0.090321,0.72957,0.079235
0.025726,0.12630,0.022781,0.17188,0.18961,0.090340,0.73181,0.079235
0.026337,0.12632,0.021973,0.17188,0.17679,0.090360,0.73170,0.079235
0.025726,0.12636,0.020752,0.17188,0.16957,0.090380,0.73029,0.079235
0.026550,0.12640,0.021255,0.17188,0.16042,0.090380,0.73129,0.079235
0.026031,0.12642,0.022171,0.17188,0.14577,0.090400,0.73181,0.079235
0.025223,0.12646,0.022781,0.17188,0.13834,0.090419,0.72916,0.079235
0.026855,0.12648,0.020752,0.17188,0.12440,0.090439,0.73068,0.079235
0.026947,0.12650,0.021255,0.17188,0.11372,0.090459,0.73404,0.079235
0.025620,0.12654,0.022888,0.17188,0.10487,0.090479,0.73354,0.079235
0.025726,0.12656,0.021149,0.17188,0.086761,0.090498,0.73608,0.079235
0.026031,0.12660,0.020142,0.17188,0.079132,0.090538,0.73323,0.079235
0.025528,0.12663,0.022171,0.17188,0.061646,0.090557,0.73486,0.079235
0.025620,0.12667,0.022064,0.17188,0.054016,0.090577,0.73537,0.079235
0.025116,0.12671,0.020538,0.17188,0.048218,0.090617,0.73404,0.079235
0.025330,0.12673,0.022171,0.17188,0.035492,0.090636,0.73293,0.079235
0.025528,0.12677,0.022278,0.17188,0.029297,0.090676,0.73526,0.079235
0.024414,0.12681,0.021973,0.17188,0.024414,0.090696,0.73415,0.079235
0.024200,0.12685,0.021255,0.17188,0.018509,0.090735,0.73456,0.079235
0.025024,0.12689,0.022171,0.17188,0.018921,0.090774,0.73587,0.079235
0.025726,0.12693,0.021362,0.17188,0.017792,0.090794,0.73476,0.079235
0.023804,0.12697,0.023087,0.17188,0.019012,0.090834,0.73547,0.079235
0.024414,0.12701,0.021149,0.17188,0.022278,0.090853,0.73547,0.079235
0.024307,0.12707,0.020950,0.17188,0.025940,0.090893,0.73373,0.079235
0.024918,0.12711,0.021149,0.17188,0.034073,0.090932,0.73495,0.079235
0.023392,0.12715,0.022278,0.17188,0.039062,0.090952,0.73373,0.079235
0.023392,0.12719,0.021362,0.17188,0.053909,0.090991,0.73659,0.079235
0.024506,0.12723,0.021362,0.17188,0.064178,0.091031,0.73608,0.079235
0.024506,0.12729,0.021561,0.17188,0.071915,0.091051,0.73740,0.079235
0.023697,0.12732,0.021454,0.17188,0.090729,0.091090,0.73792,0.079235
0.022980,0.12738,0.021866,0.17188,0.10315,0.091129,0.73883,0.079235
0.024811,0.12742,0.021149,0.17188,0.12491,0.091169,0.73547,0.079235
0.024506,0.12746,0.021057,0.17188,0.13681,0.091189,0.73669,0.079235
0.024002,0.12752,0.021149,0.17188,0.14943,0.091228,0.73750,0.079235
0.023590,0.12754,0.022278,0.17188,0.17395,0.091268,0.73883,0.079235
0.022675,0.12758,0.021255,0.17188,0.18921,0.091307,0.73770,0.079275
0.025024,0.12762,0.021362,0.17188,0.21362,0.091327,0.72133,0.079314
0.022583,0.12768,0.022278,0.17188,0.22775,0.091366,0.69894,0.079334
0.022064,0.12772,0.020752,0.17188,0.24098,0.091406,0.69040,0.079334
0.023804,0.12776,0.021454,0.17188,0.26540,0.091445,0.70352,0.079334
0.024002,0.12782,0.021255,0.17188,0.27771,0.091485,0.70454,0.079334
0.022064,0.12786,0.022369,0.17188,0.29907,0.091504,0.69711,0.079334
0.022675,0.12790,0.021057,0.17188,0.31158,0.091544,0.69131,0.079334
0.023392,0.12794,0.020950,0.17188,0.32532,0.091563,0.69864,0.079334
0.023392,0.12798,0.021759,0.17188,0.33356,0.091603,0.70038,0.079334
0.022369,0.12803,0.022369,0.17188,0.34016,0.091623,0.70027,0.079354
0.021973,0.12809,0.021759,0.17188,0.35451,0.091642,0.69386,0.079354
0.023193,0.12815,0.020950,0.17188,0.35878,0.091662,0.68909,0.079354
0.022888,0.12819,0.021866,0.17188,0.36580,0.091702,0.69131,0.079354
0.021759,0.12825,0.020844,0.17188,0.36926,0.091721,0.68593,0.079354
0.020752,0.12831,0.020645,0.17188,0.37140,0.091721,0.68002,0.079354
0.022064,0.12835,0.020950,0.17188,0.37515,0.091741,0.66884,0.079354
0.022278,0.12841,0.021667,0.17188,0.37759,0.091761,0.67087,0.079354
0.021759,0.12845,0.022171,0.17188,0.37820,0.091780,0.66782,0.079354
0.021561,0.12851,0.021973,0.17188,0.37851,0.091780,0.67067,0.079354
0.022064,0.12855,0.022064,0.17188,0.37964,0.091800,0.66843,0.079354
0.021759,0.12859,0.022781,0.17188,0.38014,0.091820,0.66254,0.079354
0.020844,0.12865,0.021362,0.17188,0.38065,0.091820,0.66792,0.079354
0.020844,0.12869,0.021667,0.17188,0.38014,0.091840,0.67189,0.079354
0.022675,0.12875,0.022781,0.17188,0.38075,0.091859,0.67688,0.079354
0.021561,0.12878,0.022278,0.17188,0.37984,0.091859,0.67616,0.079354
0.020844,0.12882,0.022888,0.17188,0.37912,0.091859,0.67494,0.079354
0.020844,0.12884,0.022064,0.17188,0.38014,0.091879,0.67871,0.079354
0.021255,0.12888,0.022278,0.17188,0.37740,0.091879,0.68054,0.079354
0.020950,0.12894,0.022064,0.17188,0.37862,0.091879,0.67871,0.079354
0.019623,0.12896,0.023087,0.17188,0.37465,0.091899,0.67647,0.079373
0.020035,0.12900,0.021561,0.17188,0.37556,0.091899,0.67596,0.079373
0.020752,0.12904,0.021362,0.17188,0.37546,0.091918,0.67117,0.079373
0.021362,0.12908,0.021057,0.17188,0.37465,0.091918,0.67189,0.079373
0.019623,0.12912,0.022888,0.17188,0.37251,0.091918,0.67159,0.079373
0.019928,0.12916,0.021973,0.17188,0.37119,0.091938,0.67097,0.079373
0.021057,0.12920,0.021057,0.17188,0.36946,0.091938,0.66731,0.079373
0.021362,0.12924,0.021866,0.17188,0.36783,0.091938,0.66751,0.079373
0.020233,0.12928,0.021667,0.17188,0.36682,0.091958,0.66640,0.079373
0.019836,0.12932,0.021667,0.17188,0.36458,0.091978,0.66518,0.079373
0.020233,0.12936,0.020752,0.17188,0.36234,0.091978,0.66568,0.079373
0.021454,0.12942,0.022888,0.17188,0.35989,0.091997,0.66151,0.079393
0.019730,0.12944,0.022675,0.17188,0.35623,0.091997,0.64972,0.079433
0.019424,0.12947,0.022064,0.17188,0.35278,0.092017,0.53323,0.079472
0.021255,0.12951,0.021561,0.17188,0.34932,0.092037,0.49142,0.079492
0.020447,0.12955,0.021667,0.17188,0.34230,0.092037,0.46396,0.079492
0.019531,0.12959,0.022781,0.17188,0.33914,0.092057,0.46498,0.079511
0.020233,0.12961,0.021866,0.17188,0.33365,0.092076,0.44667,0.079511
0.020645,0.12965,0.021759,0.17188,0.32938,0.092096,0.41870,0.079511
0.021255,0.12969,0.022675,0.17188,0.32532,0.092096,0.39346,0.079531
0.019531,0.12971,0.022781,0.17188,0.31625,0.092116,0.38503,0.079531
0.019318,0.12973,0.021973,0.17188,0.31209,0.092135,0.38838,0.079571
0.020142,0.12975,0.021057,0.17188,0.30405,0.092155,0.28656,0.079590
0.020233,0.12979,0.022675,0.17188,0.29774,0.092155,0.24037,0.079610
0.019730,0.12981,0.021057,0.17188,0.29022,0.092175,0.17068,0.079630
0.018921,0.12983,0.021561,0.17188,0.28351,0.092195,0.16011,0.079650
0.021454,0.12985,0.021057,0.17188,0.28076,0.092195,0.14435,0.079650
0.021057,0.12987,0.020752,0.17188,0.26906,0.092214,0.12064,0.079650
0.019226,0.12989,0.021454,0.17188,0.26611,0.092234,0.11331,0.079669
0.020142,0.12993,0.021454,0.17188,0.25848,0.092254,0.094086,0.079669
0.020538,0.12995,0.021667,0.17188,0.25461,0.092254,0.091446,0.079669
0.019836,0.12999,0.023392,0.17188,0.24931,0.092274,0.078827,0.079689
0.019928,0.13001,0.022781,0.17188,0.24168,0.092274,0.065704,0.079709
0.020142,0.13003,0.023087,0.17188,0.23763,0.092293,0.052994,0.079709
0.019424,0.13007,0.020844,0.17188,0.22858,0.092313,0.045059,0.079728
0.020447,0.13011,0.022888,0.17188,0.22369,0.092313,0.038651,0.079748
0.019424,0.13015,0.022369,0.17188,0.21393,0.092333,0.033966,0.079768
0.019119,0.13020,0.021454,0.17188,0.21138,0.092333,0.029388,0.079768
0.019928,0.13024,0.020752,0.17188,0.20964,0.092352,0.025620,0.079788
0.020645,0.13028,0.020844,0.17188,0.20161,0.092352,0.025620,0.079788
0.019226,0.13034,0.023590,0.17188,0.19743,0.092372,0.025940,0.079807
0.018311,0.13038,0.021973,0.17188,0.19052,0.092372,0.025421,0.079807
0.020752,0.13044,0.021149,0.17188,0.18738,0.092392,0.025528,0.079807
0.019928,0.13048,0.021255,0.17188,0.18106,0.092392,0.024506,0.079807
0.019836,0.13054,0.023590,0.17188,0.17853,0.092392,0.025024,0.079807
0.019623,0.13058,0.022064,0.17188,0.17639,0.092412,0.025024,0.079807
0.020340,0.13064,0.020752,0.17188,0.17079,0.092412,0.025421,0.079807
0.020142,0.13068,0.021255,0.17188,0.16724,0.092412,0.024506,0.079807
0.021454,0.13074,0.022369,0.17188,0.16316,0.092431,0.027252,0.079807
0.019836,0.13078,0.020950,0.17188,0.16164,0.092431,0.029495,0.079807
0.019623,0.13084,0.020844,0.17188,0.15858,0.092431,0.029190,0.079807
0.026642,0.13088,0.022064,0.17188,0.15289,0.092451,0.029800,0.079807
0.019623,0.13093,0.022888,0.17188,0.15034,0.092451,0.032959,0.079807
0.018921,0.13097,0.021454,0.17188,0.14851,0.092471,0.033569,0.079807
0.024719,0.13103,0.021149,0.17188,0.14282,0.092471,0.034988,0.079807
0.020752,0.13109,0.022064,0.17188,0.13875,0.092471,0.035797,0.079807
0.020752,0.13115,0.022583,0.17188,0.13387,0.092491,0.042816,0.079827
0.019623,0.13121,0.022171,0.17188,0.13051,0.092491,0.049133,0.079847
0.029999,0.13127,0.021667,0.17188,0.12776,0.092510,0.067749,0.079867
0.020752,0.13135,0.021561,0.17188,0.12207,0.092510,0.094696,0.079886
0.019318,0.13141,0.022675,0.17188,0.11647,0.092530,0.096024,0.079886
0.022476,0.13149,0.021454,0.17188,0.11148,0.092530,0.091949,0.079886
0.026245,0.13155,0.021454,0.17188,0.10904,0.092550,0.084122,0.079886
0.019836,0.13161,0.021759,0.17188,0.10568,0.092550,0.092255,0.079886
0.019012,0.13166,0.021759,0.17188,0.099380,0.092550,0.094391,0.079886
0.026031,0.13172,0.022980,0.17188,0.097656,0.092569,0.091446,0.079886
0.020752,0.13178,0.021255,0.17188,0.092056,0.092569,0.083710,0.079886
0.020844,0.13184,0.022171,0.17188,0.089310,0.092589,0.087280,0.079886
0.020447,0.13190,0.022781,0.17188,0.086670,0.092589,0.089615,0.079886
0.020035,0.13196,0.021362,0.17188,0.082794,0.092609,0.095825,0.079886
0.021255,0.13202,0.021255,0.17188,0.080872,0.092609,0.096024,0.079886
0.020538,0.13206,0.021866,0.17188,0.075272,0.092609,0.097351,0.079886
0.018616,0.13212,0.023087,0.17188,0.072937,0.092629,0.10010,0.079886
0.018814,0.13216,0.021149,0.17188,0.072113,0.092629,0.10468,0.079886
0.020447,0.13222,0.021667,0.17188,0.067947,0.092648,0.11505,0.079906
0.020233,0.13226,0.021667,0.17188,0.065506,0.092648,0.15695,0.079945
0.020950,0.13230,0.022980,0.17188,0.061432,0.092648,0.23956,0.079985
0.019012,0.13235,0.022476,0.17188,0.058884,0.092668,0.34677,0.079985
0.020538,0.13239,0.019836,0.17188,0.057266,0.092668,0.34668,0.080005
0.020950,0.13243,0.021561,0.17188,0.053101,0.092668,0.35287,0.080005
0.021362,0.13247,0.022171,0.17188,0.052383,0.092688,0.36081,0.080024
0.019012,0.13251,0.021561,0.17188,0.051575,0.092688,0.41534,0.080044
0.020142,0.13255,0.021454,0.17188,0.049942,0.092688,0.52621,0.080083
0.020752,0.13259,0.021973,0.17188,0.049728,0.092707,0.58359,0.080103
0.020233,0.13261,0.021759,0.17188,0.046280,0.092707,0.62195,0.080143
0.019226,0.13265,0.021866,0.17188,0.044754,0.092707,0.67087,0.080182
0.019623,0.13269,0.020233,0.17188,0.044754,0.092707,0.77951,0.080202
0.020035,0.13273,0.021454,0.17188,0.042313,0.092707,0.80464,0.080222
0.020340,0.13277,0.021759,0.17188,0.042725,0.092727,0.81644,0.080241
0.019424,0.13281,0.022278,0.17188,0.041504,0.092727,0.86090,0.080281
0.021255,0.13283,0.020950,0.17188,0.040482,0.092727,0.88449,0.080300
0.021255,0.13287,0.021057,0.17188,0.039764,0.092727,0.89417,0.080300
0.018921,0.13291,0.022888,0.17188,0.038956,0.092727,0.89386,0.080300
0.019226,0.13293,0.021454,0.17188,0.038651,0.092727,0.88083,0.080300
0.021362,0.13297,0.021057,0.17188,0.039062,0.092727,0.88684,0.080300
0.020950,0.13301,0.023087,0.17188,0.037933,0.092727,0.89304,0.080300
0.020233,0.13305,0.022369,0.17188,0.036514,0.092727,0.89578,0.080300
0.019226,0.13308,0.021561,0.17188,0.037125,0.092727,0.88876,0.080300
0.020844,0.13312,0.021057,0.17188,0.037537,0.092727,0.88449,0.080300
0.020538,0.13314,0.022675,0.17188,0.037231,0.092747,0.88632,0.080300
0.020340,0.13316,0.022675,0.17188,0.035400,0.092747,0.88826,0.080300
0.020233,0.13318,0.020447,0.17188,0.036514,0.092747,0.88297,0.080300
0.020340,0.13320,0.020950,0.17188,0.037125,0.092747,0.87799,0.080300
0.021759,0.13324,0.021866,0.17188,0.036102,0.092747,0.87503,0.080300
0.020447,0.13326,0.022781,0.17188,0.035706,0.092747,0.87463,0.080300
0.020538,0.13328,0.022171,0.17188,0.037231,0.092747,0.87616,0.080300
0.020447,0.13330,0.021759,0.17188,0.037323,0.092747,0.87769,0.080300
0.020538,0.13332,0.022583,0.17188,0.036819,0.092747,0.87228,0.080300
0.019928,0.13334,0.023392,0.17188,0.034378,0.092747,0.87381,0.080300
0.020340,0.13334,0.020645,0.17188,0.035187,0.092747,0.87930,0.080300
0.021667,0.13336,0.021362,0.17188,0.036407,0.092747,0.88074,0.080320
0.020752,0.13340,0.022369,0.17188,0.035294,0.092747,0.88033,0.080320
0.020233,0.13344,0.022369,0.17188,0.034576,0.092747,0.88266,0.080320
0.021561,0.13348,0.021149,0.17188,0.036011,0.092747,0.88684,0.080320
0.021362,0.13352,0.021149,0.17188,0.036011,0.092747,0.88654,0.080320
0.021255,0.13354,0.021149,0.17188,0.035095,0.092747,0.89345,0.080360
0.020233,0.13358,0.022476,0.17188,0.033661,0.092747,0.90088,0.080399
0.019119,0.13362,0.020447,0.17188,0.034882,0.092747,0.88205,0.080419
0.020645,0.13366,0.021561,0.17188,0.034988,0.092747,0.86578,0.080419
0.022064,0.13370,0.022476,0.17188,0.034683,0.092747,0.86954,0.080419
0.020142,0.13372,0.021561,0.17188,0.034576,0.092747,0.87981,0.080419
0.020950,0.13374,0.021255,0.17188,0.034988,0.092747,0.87564,0.080419
0.021759,0.13377,0.020538,0.17188,0.034683,0.092747,0.86455,0.080419
0.021866,0.13381,0.022064,0.17188,0.033768,0.092747,0.86923,0.080419
0.020752,0.13385,0.023285,0.17188,0.034073,0.092747,0.88246,0.080419
0.020035,0.13389,0.021255,0.17188,0.035187,0.092747,0.88490,0.080419
0.020844,0.13391,0.021362,0.17188,0.033966,0.092747,0.87697,0.080419
0.021561,0.13395,0.021057,0.17188,0.031937,0.092747,0.87708,0.080419
0.019928,0.13399,0.021667,0.17188,0.031021,0.092786,0.87869,0.080419
0.019928,0.13403,0.021149,0.17188,0.028580,0.092806,0.88449,0.080419
0.021255,0.13405,0.021454,0.17188,0.027664,0.092806,0.88510,0.080419
0.021362,0.13409,0.021759,0.17188,0.025620,0.092806,0.87941,0.080419
0.021454,0.13411,0.022781,0.17188,0.022888,0.092806,0.87595,0.080419
0.019928,0.13411,0.021454,0.17188,0.023087,0.092826,0.87747,0.080419
0.021667,0.13413,0.021255,0.17188,0.021973,0.092826,0.87839,0.080419
0.021759,0.13413,0.021362,0.17188,0.019531,0.092846,0.87228,0.080419
0.020844,0.13413,0.021454,0.17188,0.020035,0.092865,0.87320,0.080419
0.021667,0.13413,0.022171,0.17188,0.018097,0.092885,0.87056,0.080419
0.020752,0.13413,0.021057,0.17188,0.019012,0.092885,0.86995,0.080439
0.021255,0.13413,0.022476,0.17188,0.017487,0.092905,0.84106,0.080458
0.021255,0.13413,0.022171,0.17188,0.015869,0.092924,0.81543,0.080498
0.020950,0.13413,0.021667,0.17188,0.016785,0.092944,0.72366,0.080517
0.021759,0.13413,0.021759,0.17188,0.016571,0.092944,0.72357,0.080517
0.022171,0.13413,0.021866,0.17188,0.016571,0.092964,0.74716,0.080517
0.020950,0.13413,0.021362,0.17188,0.017090,0.092984,0.74788,0.080517
0.021667,0.13413,0.021454,0.17188,0.018204,0.093003,0.74757,0.080517
0.022171,0.13413,0.021057,0.17188,0.020447,0.093003,0.72266,0.080517
0.021561,0.13413,0.021561,0.17188,0.020844,0.093023,0.73262,0.080517
0.020340,0.13413,0.022675,0.17188,0.021454,0.093023,0.74503,0.080517
0.020844,0.13413,0.022064,0.17188,0.024002,0.093043,0.74422,0.080517
0.021255,0.13413,0.022583,0.17188,0.025116,0.093043,0.72641,0.080517
0.021667,0.13413,0.021561,0.17188,0.025528,0.093043,0.71614,0.080537
0.021255,0.13413,0.022278,0.17188,0.025620,0.093063,0.71492,0.080537
0.020645,0.13413,0.021149,0.17188,0.026245,0.093063,0.72449,0.080537
