相对强度 运行#1,位置 (米 m) 运行#1,相对强度 运行#2,位置 (米 m) 运行#2,相对强度 运行#3,位置 (米 m) 运行#3,相对强度 运行#4,位置 (米 m) 运行#4
0.028885,-3.9450E-4,0.17720,0.067341,0.013123,0.044894,0.014954,0.035702
0.028275,-3.9450E-4,0.17801,0.067341,0.013214,0.044914,0.015457,0.035702
0.028381,-3.7477E-4,0.17801,0.067341,0.014328,0.044934,0.016983,0.035702
0.028671,-3.7477E-4,0.17792,0.067341,0.013931,0.044934,0.016983,0.035702
0.029694,-3.7477E-4,0.17740,0.067341,0.013626,0.044934,0.015457,0.035702
0.028778,-3.7477E-4,0.17700,0.067341,0.013931,0.044953,0.015656,0.035702
0.029297,-3.7477E-4,0.17853,0.067341,0.014130,0.044953,0.016266,0.035702
0.029800,-3.7477E-4,0.17842,0.067341,0.012909,0.044953,0.016785,0.035702
0.029602,-3.7477E-4,0.17812,0.067341,0.013733,0.044953,0.016678,0.035722
0.029907,-3.7477E-4,0.17709,0.067341,0.013321,0.044973,0.016266,0.035742
0.029190,-3.7477E-4,0.17873,0.067341,0.014740,0.044993,0.015656,0.035781
0.030106,-3.7477E-4,0.17923,0.067341,0.013519,0.044993,0.013931,0.035801
0.029602,-3.7477E-4,0.17720,0.067341,0.012604,0.045012,0.014130,0.035801
0.029694,-3.7477E-4,0.17842,0.067341,0.014038,0.045012,0.014328,0.035821
0.029694,-3.7477E-4,0.17853,0.067341,0.013519,0.045012,0.014435,0.035821
0.030609,-3.7477E-4,0.17792,0.067341,0.014038,0.045012,0.015350,0.035840
0.030823,-3.7477E-4,0.17831,0.067341,0.013321,0.045012,0.013824,0.035840
0.029083,-3.7477E-4,0.17812,0.067341,0.013214,0.045032,0.014130,0.035860
0.029495,-3.7477E-4,0.17903,0.067341,0.013931,0.045052,0.014328,0.035860
0.029999,-3.7477E-4,0.17831,0.067341,0.014038,0.045052,0.014130,0.035860
0.030197,-3.7477E-4,0.17812,0.067341,0.014435,0.045072,0.013626,0.035860
0.030197,-3.7477E-4,0.17873,0.067341,0.013626,0.045072,0.013214,0.035860
0.029800,-3.7477E-4,0.17873,0.067341,0.014954,0.045072,0.014435,0.035860
0.030914,-3.7477E-4,0.17883,0.067341,0.014038,0.045072,0.013733,0.035880
0.030411,-3.7477E-4,0.17770,0.067341,0.012909,0.045072,0.014328,0.035880
0.030106,-3.7477E-4,0.17700,0.067341,0.013428,0.045072,0.013931,0.035880
0.030106,-3.7477E-4,0.17761,0.067341,0.013214,0.045091,0.013733,0.035880
0.030609,-3.7477E-4,0.17883,0.067341,0.014038,0.045091,0.014740,0.035880
0.030304,-3.7477E-4,0.17679,0.067341,0.011795,0.045091,0.012711,0.035880
0.029083,-3.7477E-4,0.17761,0.067341,0.014236,0.045111,0.014435,0.035880
0.029694,-3.7477E-4,0.17770,0.067341,0.013824,0.045111,0.014648,0.035880
0.029602,-3.7477E-4,0.17812,0.067341,0.014130,0.045111,0.014038,0.035880
0.030106,-3.7477E-4,0.17609,0.067341,0.012802,0.045111,0.013931,0.035880
0.029388,-3.7477E-4,0.17578,0.067341,0.013626,0.045111,0.014740,0.035880
0.030823,-3.7477E-4,0.17628,0.067341,0.014542,0.045111,0.014740,0.035880
0.030197,-3.7477E-4,0.17548,0.067341,0.013824,0.045111,0.014542,0.035900
0.030106,-3.7477E-4,0.17526,0.067341,0.013824,0.045111,0.013321,0.035939
0.029999,-3.7477E-4,0.17476,0.067341,0.013016,0.045111,0.013214,0.035959
0.029083,-3.7477E-4,0.17496,0.067341,0.014435,0.045111,0.014542,0.035978
0.029999,-3.7477E-4,0.17648,0.067341,0.013123,0.045111,0.014648,0.035978
0.030914,-3.7477E-4,0.17618,0.067341,0.013931,0.045111,0.013519,0.035978
0.028885,-3.7477E-4,0.17659,0.067341,0.012802,0.045111,0.014435,0.035978
0.030518,-3.7477E-4,0.17761,0.067341,0.013519,0.045111,0.014236,0.035978
0.031128,-3.7477E-4,0.17709,0.067341,0.014236,0.045111,0.014435,0.035978
0.029907,-3.7477E-4,0.17598,0.067341,0.012405,0.045111,0.014038,0.035978
0.029999,-3.7477E-4,0.17639,0.067341,0.013824,0.045111,0.013626,0.035978
0.030304,-3.7477E-4,0.17751,0.067341,0.014847,0.045111,0.015350,0.035978
0.031219,-3.7477E-4,0.17670,0.067341,0.013733,0.045111,0.013733,0.035978
0.031128,-3.7477E-4,0.17690,0.067341,0.013016,0.045111,0.013016,0.035998
0.030304,-3.7477E-4,0.17609,0.067341,0.013824,0.045111,0.013428,0.035998
0.029602,-3.7477E-4,0.17812,0.067341,0.014038,0.045111,0.014130,0.035998
0.030411,-3.7477E-4,0.17751,0.067341,0.014435,0.045111,0.014542,0.036018
0.030609,-3.7477E-4,0.17792,0.067341,0.013428,0.045111,0.013733,0.036057
0.030106,-3.7477E-4,0.17720,0.067341,0.013519,0.045111,0.014740,0.036097
0.030411,-3.7477E-4,0.17801,0.067341,0.014648,0.045111,0.016266,0.036116
0.030716,-3.7477E-4,0.17822,0.067341,0.012711,0.045111,0.015762,0.036116
0.029907,-3.7477E-4,0.17781,0.067341,0.012512,0.045111,0.014740,0.036136
0.029800,-3.7477E-4,0.17751,0.067341,0.012100,0.045111,0.015045,0.036156
0.029694,-3.7477E-4,0.18036,0.067341,0.013519,0.045111,0.016479,0.036176
0.031021,-3.7477E-4,0.17903,0.067341,0.013626,0.045111,0.016678,0.036195
0.029999,-3.7477E-4,0.17914,0.067341,0.013123,0.045111,0.016678,0.036195
0.029907,-3.7477E-4,0.18127,0.067341,0.013214,0.045131,0.016174,0.036215
0.029694,-3.7477E-4,0.17995,0.067341,0.013931,0.045151,0.018005,0.036215
0.030609,-3.7477E-4,0.18076,0.067341,0.013321,0.045170,0.017792,0.036235
0.030411,-3.7477E-4,0.17944,0.067341,0.013214,0.045190,0.017395,0.036255
0.029694,-3.7477E-4,0.18086,0.067341,0.013123,0.045190,0.018204,0.036274
0.030106,-3.7477E-4,0.18056,0.067361,0.014328,0.045190,0.018921,0.036274
0.031021,-3.7477E-4,0.18188,0.067361,0.013519,0.045210,0.018097,0.036274
0.030411,-3.7477E-4,0.18056,0.067361,0.013214,0.045210,0.017792,0.036294
0.029388,-3.7477E-4,0.18167,0.067361,0.014038,0.045249,0.018616,0.036294
0.029602,-3.7477E-4,0.18269,0.067361,0.014740,0.045269,0.018204,0.036294
0.030304,-3.7477E-4,0.18330,0.067361,0.014130,0.045289,0.018204,0.036294
0.031219,-3.7477E-4,0.18311,0.067361,0.013519,0.045308,0.018509,0.036294
0.029602,-3.7477E-4,0.18311,0.067361,0.013824,0.045308,0.018509,0.036314
0.030609,-3.7477E-4,0.18391,0.067361,0.013733,0.045328,0.020538,0.036333
0.030823,-3.7477E-4,0.18544,0.067400,0.014328,0.045367,0.018509,0.036373
0.030197,-3.7477E-4,0.17984,0.067460,0.013016,0.045387,0.020538,0.036393
0.029083,-3.7477E-4,0.17537,0.067499,0.013214,0.045407,0.021255,0.036412
0.030411,-3.7477E-4,0.18036,0.067519,0.014236,0.045427,0.021561,0.036412
0.030518,-3.7477E-4,0.18239,0.067519,0.014130,0.045466,0.020645,0.036432
0.029999,-3.7477E-4,0.18158,0.067519,0.014328,0.045486,0.021149,0.036452
0.029999,-3.7477E-4,0.18422,0.067538,0.013733,0.045506,0.021866,0.036452
0.030411,-3.7477E-4,0.18137,0.067578,0.014435,0.045525,0.021759,0.036472
0.030304,-3.7477E-4,0.17995,0.067637,0.014130,0.045565,0.022476,0.036472
0.030304,-3.7477E-4,0.17720,0.067676,0.013428,0.045584,0.021561,0.036491
0.029694,-3.7477E-4,0.17487,0.067676,0.013931,0.045604,0.021973,0.036491
0.029190,-3.7477E-4,0.18208,0.067696,0.015259,0.045624,0.021667,0.036491
0.029999,-3.7477E-4,0.18219,0.067696,0.013428,0.045644,0.022171,0.036491
0.029602,-3.7477E-4,0.18147,0.067696,0.013321,0.045663,0.021973,0.036511
0.029495,-3.7477E-4,0.18015,0.067696,0.012405,0.045683,0.022675,0.036511
0.030304,-3.7477E-4,0.17903,0.067696,0.015152,0.045703,0.024002,0.036511
0.030716,-3.7477E-4,0.18036,0.067696,0.014648,0.045703,0.023285,0.036531
0.029907,-3.7477E-4,0.17953,0.067696,0.014130,0.045723,0.022675,0.036550
0.028992,-3.7477E-4,0.18147,0.067696,0.013519,0.045723,0.022583,0.036550
0.029190,-3.7477E-4,0.18361,0.067716,0.014740,0.045723,0.022476,0.036570
0.030197,-3.7477E-4,0.18208,0.067775,0.014435,0.045742,0.022278,0.036570
0.030106,-3.7477E-4,0.17578,0.067834,0.013519,0.045742,0.022171,0.036570
0.029602,-3.7477E-4,0.17587,0.067854,0.013931,0.045762,0.021667,0.036570
0.029907,-3.7477E-4,0.17770,0.067854,0.014542,0.045762,0.021973,0.036570
0.030411,-3.7477E-4,0.17731,0.067854,0.014236,0.045762,0.022980,0.036570
0.030197,-3.7477E-4,0.17801,0.067854,0.013733,0.045782,0.021759,0.036570
0.028671,-3.7477E-4,0.17700,0.067854,0.013519,0.045782,0.022583,0.036570
0.030304,-3.7477E-4,0.17995,0.067913,0.014435,0.045782,0.024307,0.036570
0.030716,-3.7477E-4,0.17944,0.067972,0.013214,0.045782,0.023087,0.036570
0.030197,-3.7477E-4,0.17343,0.068012,0.013321,0.045782,0.021973,0.036570
0.029190,-3.7477E-4,0.17548,0.068012,0.014328,0.045782,0.022064,0.036570
0.029602,-3.7477E-4,0.17770,0.068032,0.013519,0.045782,0.023804,0.036570
0.030823,-3.7477E-4,0.17720,0.068032,0.014648,0.045782,0.022888,0.036570
0.030716,-3.7477E-4,0.17618,0.068032,0.013519,0.045782,0.021454,0.036570
0.029694,-3.7477E-4,0.17587,0.068051,0.013519,0.045782,0.022278,0.036570
0.030197,-3.7477E-4,0.17639,0.068091,0.014435,0.045782,0.022980,0.036570
0.030716,-3.7477E-4,0.17445,0.068150,0.013733,0.045782,0.022675,0.036570
0.029999,-3.7477E-4,0.17343,0.068189,0.013824,0.045782,0.022171,0.036570
0.028778,-3.7477E-4,0.17313,0.068209,0.013123,0.045782,0.022278,0.036570
0.029907,-3.7477E-4,0.17526,0.068229,0.013626,0.045782,0.021973,0.036570
0.030106,-3.7477E-4,0.17435,0.068268,0.014236,0.045782,0.022781,0.036570
0.030716,-3.7477E-4,0.17171,0.068288,0.013519,0.045782,0.021149,0.036590
0.029694,-3.7477E-4,0.16907,0.068308,0.014130,0.045782,0.021561,0.036610
0.029999,-3.7477E-4,0.17007,0.068327,0.014236,0.045782,0.021866,0.036669
0.030609,-3.7477E-4,0.16998,0.068367,0.015045,0.045801,0.021057,0.036689
0.029297,-3.7477E-4,0.16855,0.068406,0.013824,0.045821,0.021362,0.036708
0.028992,-3.7477E-4,0.16927,0.068446,0.013733,0.045841,0.019531,0.036708
0.029800,-3.7477E-4,0.16835,0.068505,0.014130,0.045841,0.019836,0.036728
0.030106,-3.7477E-4,0.16733,0.068564,0.014328,0.045841,0.021057,0.036728
0.029999,-3.7477E-4,0.16611,0.068604,0.013931,0.045841,0.019012,0.036748
0.029388,-3.7477E-4,0.16327,0.068643,0.013931,0.045841,0.018921,0.036748
0.029907,-3.7477E-4,0.16336,0.068663,0.014038,0.045861,0.020035,0.036748
0.030106,-3.7477E-4,0.16164,0.068702,0.013626,0.045880,0.018814,0.036767
0.029297,-3.7477E-4,0.16031,0.068761,0.013519,0.045900,0.019730,0.036767
0.029800,-3.7477E-4,0.15900,0.068801,0.014542,0.045900,0.019012,0.036787
0.030609,-3.7477E-4,0.15686,0.068860,0.014740,0.045920,0.019318,0.036787
0.030197,-3.7477E-4,0.15787,0.068919,0.014130,0.045920,0.017792,0.036807
0.029999,-3.7477E-4,0.15523,0.068959,0.013824,0.045920,0.017395,0.036827
0.029999,-3.7477E-4,0.15411,0.069018,0.014038,0.045920,0.017181,0.036846
0.029495,-3.7477E-4,0.15329,0.069077,0.014954,0.045940,0.017181,0.036846
0.030914,-3.7477E-4,0.14993,0.069116,0.014435,0.045959,0.016678,0.036846
0.030106,-3.7477E-4,0.14841,0.069176,0.014542,0.045979,0.016479,0.036846
0.029999,-3.7477E-4,0.14496,0.069215,0.013931,0.045979,0.016785,0.036866
0.029800,-3.7477E-4,0.14546,0.069274,0.014328,0.045979,0.017288,0.036866
0.029602,-3.7477E-4,0.14404,0.069314,0.014740,0.045979,0.016785,0.036886
0.030411,-3.7477E-4,0.14058,0.069373,0.013733,0.045979,0.015869,0.036905
0.029190,-3.7477E-4,0.13997,0.069432,0.013733,0.045979,0.015869,0.036925
0.029602,-3.7477E-4,0.13885,0.069491,0.014328,0.045999,0.015350,0.036945
0.031021,-3.7477E-4,0.13681,0.069550,0.014130,0.045999,0.014740,0.036965
0.029907,-3.7477E-4,0.13336,0.069610,0.013016,0.046018,0.014542,0.036965
0.029602,-3.7477E-4,0.13020,0.069649,0.014130,0.046018,0.014236,0.036984
0.030106,-3.7477E-4,0.12949,0.069688,0.014130,0.046038,0.014740,0.036984
0.030716,-3.7477E-4,0.12756,0.069748,0.013824,0.046038,0.014328,0.037004
0.030197,-3.7477E-4,0.12512,0.069787,0.012802,0.046038,0.013519,0.037004
0.029602,-3.7477E-4,0.12430,0.069846,0.012802,0.046038,0.014130,0.037004
0.029388,-3.7477E-4,0.12177,0.069905,0.014130,0.046038,0.013824,0.037004
0.030518,-3.7477E-4,0.11952,0.069965,0.015152,0.046038,0.014328,0.037024
0.030106,-3.7477E-4,0.11555,0.070004,0.013931,0.046038,0.013824,0.037024
0.028885,-3.7477E-4,0.11444,0.070063,0.013733,0.046038,0.014954,0.037024
0.030106,-3.7477E-4,0.11372,0.070103,0.014236,0.046038,0.014038,0.037024
0.030197,-3.7477E-4,0.10965,0.070142,0.013321,0.046038,0.014038,0.037024
0.030518,-3.7477E-4,0.10995,0.070162,0.014435,0.046038,0.013123,0.037044
0.030106,-3.7477E-4,0.10651,0.070201,0.014542,0.046038,0.013321,0.037044
0.030823,-3.7477E-4,0.10590,0.070241,0.014740,0.046038,0.015045,0.037044
0.030518,-3.7477E-4,0.10498,0.070300,0.013214,0.046038,0.014435,0.037044
0.030197,-3.7477E-4,0.10091,0.070359,0.012909,0.046038,0.014130,0.037044
0.029907,-3.7477E-4,0.099792,0.070399,0.014130,0.046038,0.014328,0.037044
0.029602,-3.7477E-4,0.096222,0.070438,0.014847,0.046038,0.014435,0.037044
0.030106,-3.7477E-4,0.097549,0.070477,0.014847,0.046038,0.014328,0.037044
0.029907,-3.7477E-4,0.094910,0.070497,0.014038,0.046038,0.014236,0.037044
0.029495,-3.7477E-4,0.091141,0.070537,0.014130,0.046038,0.013626,0.037044
0.030411,-3.7477E-4,0.090942,0.070556,0.013931,0.046038,0.014435,0.037024
0.030518,-3.7477E-4,0.089111,0.070596,0.013931,0.046038,0.014038,0.037024
0.029694,-3.7477E-4,0.087784,0.070635,0.012802,0.046038,0.013733,0.037024
0.029800,-3.7477E-4,0.086975,0.070675,0.012802,0.046038,0.013824,0.037024
0.030106,-3.7477E-4,0.085342,0.070714,0.015045,0.046038,0.014236,0.037024
0.029907,-3.7477E-4,0.083313,0.070734,0.013519,0.046038,0.014740,0.037024
0.029694,-3.7477E-4,0.082397,0.070773,0.014130,0.046038,0.014236,0.037024
0.029297,-3.7477E-4,0.079651,0.070793,0.014648,0.046038,0.014236,0.037024
0.029999,-3.7477E-4,0.079041,0.070832,0.015259,0.046038,0.014328,0.037024
0.031021,-3.7477E-4,0.078125,0.070852,0.013214,0.046038,0.014328,0.037024
0.030823,-3.7477E-4,0.077103,0.070872,0.014328,0.046038,0.013016,0.037024
0.029602,-3.7477E-4,0.075577,0.070911,0.013824,0.046038,0.013824,0.037024
0.030716,-3.7477E-4,0.075470,0.070951,0.013733,0.046038,0.014740,0.037024
0.031631,-3.7477E-4,0.072830,0.070990,0.013733,0.046038,0.013519,0.037024
0.030197,-3.7477E-4,0.071808,0.071030,0.013519,0.046038,0.013016,0.037024
0.029800,-3.7477E-4,0.068665,0.071069,0.013016,0.046038,0.012604,0.037024
0.029297,-3.7477E-4,0.068665,0.071109,0.014435,0.046038,0.013931,0.037024
0.029800,-3.7477E-4,0.067947,0.071128,0.014328,0.046038,0.013428,0.037024
0.030106,-3.7477E-4,0.065094,0.071148,0.013123,0.046038,0.013519,0.037024
0.029907,-3.7477E-4,0.064789,0.071188,0.013931,0.046038,0.013214,0.037024
0.030106,-3.7477E-4,0.063065,0.071227,0.014648,0.046038,0.013824,0.037024
0.031128,-3.7477E-4,0.062958,0.071266,0.014542,0.046038,0.014130,0.037024
0.029694,-3.7477E-4,0.058685,0.071306,0.013016,0.046038,0.013016,0.037024
0.029694,-3.7477E-4,0.059204,0.071345,0.013519,0.046038,0.013519,0.037024
0.029602,-3.7477E-4,0.057983,0.071385,0.014740,0.046038,0.014740,0.037024
0.030914,-3.7477E-4,0.055634,0.071424,0.014435,0.046038,0.014328,0.037024
0.029999,-3.7477E-4,0.054306,0.071444,0.012207,0.046038,0.013428,0.037024
0.030914,-3.7477E-4,0.052490,0.071483,0.014038,0.046038,0.013519,0.037024
0.030823,-3.7477E-4,0.052887,0.071503,0.015152,0.046038,0.014847,0.037024
0.029907,-3.7477E-4,0.052383,0.071543,0.013428,0.046038,0.014236,0.037024
0.031021,-3.7477E-4,0.049332,0.071582,0.013016,0.046038,0.013123,0.037024
0.029297,-3.7477E-4,0.048920,0.071621,0.013733,0.046038,0.013519,0.037024
0.029800,-3.7477E-4,0.048416,0.071661,0.013519,0.046038,0.013214,0.037024
0.031021,-3.7477E-4,0.045258,0.071700,0.014236,0.046038,0.013733,0.037024
0.029602,-3.7477E-4,0.044754,0.071740,0.013626,0.046038,0.013626,0.037024
0.029999,-3.7477E-4,0.044342,0.071779,0.014038,0.046038,0.013214,0.037024
0.029602,-3.7477E-4,0.043945,0.071799,0.013931,0.046038,0.014038,0.037024
0.030716,-3.7477E-4,0.042725,0.071838,0.014740,0.046038,0.014847,0.037024
0.030609,-3.7477E-4,0.040375,0.071858,0.013733,0.046038,0.013733,0.037024
0.029694,-3.7477E-4,0.039871,0.071898,0.014130,0.046038,0.014130,0.037024
0.029190,-3.7477E-4,0.040482,0.071937,0.014740,0.046038,0.014648,0.037024
0.030106,-3.7477E-4,0.038345,0.071957,0.013428,0.046038,0.014130,0.037024
0.029907,-3.7477E-4,0.037018,0.071996,0.013016,0.046038,0.013321,0.037024
0.029495,-3.7477E-4,0.035706,0.072036,0.014130,0.046038,0.014328,0.037024
0.030106,-3.7477E-4,0.037231,0.072075,0.014435,0.046038,0.013931,0.037024
0.031021,-3.7477E-4,0.036819,0.072095,0.013626,0.046038,0.013519,0.037024
0.030197,-3.7477E-4,0.033463,0.072115,0.013626,0.046038,0.012909,0.037024
0.029999,-3.7477E-4,0.033875,0.072134,0.014130,0.046038,0.014038,0.037024
0.030106,-3.7477E-4,0.033768,0.072174,0.014435,0.046038,0.013626,0.037024
0.030304,-3.7477E-4,0.033051,0.072213,0.013824,0.046038,0.014236,0.037024
0.030609,-3.7477E-4,0.033264,0.072233,0.013733,0.046038,0.013321,0.037024
0.028885,-3.7477E-4,0.032043,0.072272,0.013931,0.046038,0.014130,0.037024
0.029999,-3.7477E-4,0.032043,0.072292,0.014542,0.046038,0.014954,0.037024
0.030197,-3.7477E-4,0.031937,0.072332,0.013626,0.046038,0.014740,0.037024
0.030304,-3.7477E-4,0.031219,0.072351,0.013214,0.046038,0.012909,0.037024
0.029083,-3.7477E-4,0.029999,0.072371,0.014236,0.046038,0.013733,0.037024
0.030411,-3.7477E-4,0.030823,0.072391,0.014130,0.046038,0.014328,0.037024
0.030411,-3.7477E-4,0.029694,0.072410,0.013733,0.046038,0.014038,0.037024
0.030609,-3.7477E-4,0.029297,0.072430,0.013626,0.046038,0.013123,0.037024
0.029388,-3.7477E-4,0.029297,0.072450,0.013519,0.046038,0.014435,0.037024
0.029800,-3.7477E-4,0.029388,0.072489,0.013824,0.046038,0.014847,0.037024
0.030716,-3.7477E-4,0.029388,0.072509,0.014435,0.046038,0.013428,0.037024
0.030518,-3.7477E-4,0.028473,0.072529,0.014236,0.046038,0.013733,0.037024
0.030197,-3.7477E-4,0.028473,0.072549,0.013428,0.046038,0.013931,0.037024
0.030106,-3.7477E-4,0.029083,0.072568,0.014328,0.046038,0.014435,0.037024
0.030518,-3.7477E-4,0.028671,0.072568,0.014847,0.046038,0.013824,0.037024
0.029602,-3.7477E-4,0.028992,0.072588,0.013733,0.046038,0.013931,0.037024
0.029388,-3.7477E-4,0.027359,0.072608,0.014236,0.046038,0.013931,0.037024
0.030716,-3.7477E-4,0.028168,0.072627,0.014847,0.046038,0.014328,0.037024
0.030823,-3.7477E-4,0.029083,0.072647,0.014648,0.046038,0.014847,0.037024
0.029999,-3.7477E-4,0.028076,0.072667,0.013626,0.046038,0.014130,0.037024
0.029694,-3.7477E-4,0.028580,0.072667,0.013626,0.046038,0.014435,0.037024
0.030716,-3.7477E-4,0.028885,0.072667,0.013428,0.046038,0.014542,0.037024
0.030609,-3.7477E-4,0.028473,0.072667,0.014542,0.046038,0.014954,0.037024
0.029907,-3.7477E-4,0.028168,0.072687,0.013123,0.046038,0.013931,0.037024
0.028992,-3.7477E-4,0.028076,0.072706,0.013016,0.046038,0.014648,0.037024
0.029907,-3.7477E-4,0.029297,0.072746,0.014435,0.046038,0.015762,0.037024
0.030518,-3.7477E-4,0.030411,0.072766,0.014740,0.046038,0.014648,0.037024
0.030518,-3.7477E-4,0.027466,0.072766,0.013626,0.046038,0.013931,0.037024
0.028885,-3.7477E-4,0.027969,0.072766,0.014038,0.046038,0.014130,0.037024
0.030609,-3.7477E-4,0.029190,0.072785,0.014954,0.046038,0.014328,0.037024
0.030197,-3.7477E-4,0.028473,0.072785,0.014236,0.046038,0.015152,0.037024
0.029602,-3.7477E-4,0.027557,0.072785,0.012909,0.046038,0.013428,0.037024
0.030197,-3.7477E-4,0.028381,0.072785,0.013733,0.046038,0.013824,0.037024
0.029800,-3.7477E-4,0.029800,0.072785,0.014435,0.046038,0.014435,0.037024
0.030914,-3.7477E-4,0.029388,0.072785,0.014542,0.046038,0.014954,0.037024
0.030609,-3.7477E-4,0.029190,0.072825,0.013626,0.046038,0.013123,0.037024
0.029907,-3.7477E-4,0.027863,0.072884,0.014130,0.046038,0.014130,0.037024
0.029602,-3.7477E-4,0.028275,0.072904,0.014236,0.046038,0.014038,0.037024
0.031433,-3.7477E-4,0.029907,0.072904,0.013733,0.046038,0.013733,0.037024
0.030609,-3.7477E-4,0.030197,0.072904,0.013016,0.046038,0.013824,0.037024
0.029602,-3.7477E-4,0.029083,0.072904,0.013428,0.046038,0.013519,0.037024
0.030106,-3.7477E-4,0.029495,0.072904,0.014740,0.046038,0.015045,0.037024
0.029999,-3.7477E-4,0.028885,0.072904,0.012711,0.046038,0.014038,0.037024
0.030106,-3.7477E-4,0.028076,0.072923,0.012802,0.046038,0.014130,0.037024
0.029602,-3.7477E-4,0.030304,0.072963,0.013931,0.046038,0.013016,0.037024
0.029907,-3.7477E-4,0.029388,0.073042,0.014328,0.046038,0.014847,0.037024
0.030716,-3.7477E-4,0.030411,0.073061,0.014847,0.046038,0.014435,0.037024
0.030609,-3.7477E-4,0.029907,0.073061,0.013214,0.046038,0.014435,0.037024
0.029602,-3.7477E-4,0.030609,0.073061,0.014038,0.046038,0.014847,0.037024
0.030411,-3.7477E-4,0.031738,0.073061,0.014847,0.046038,0.015152,0.037024
0.030716,-3.7477E-4,0.032242,0.073061,0.014130,0.046038,0.014847,0.037024
0.030716,-3.7477E-4,0.030106,0.073061,0.013321,0.046038,0.013931,0.037024
0.029602,-3.7477E-4,0.030106,0.073061,0.014130,0.046038,0.013824,0.037024
0.030609,-3.7477E-4,0.031128,0.073081,0.013931,0.046038,0.014236,0.037024
0.030518,-3.7477E-4,0.030914,0.073160,0.014236,0.046038,0.014236,0.037024
0.029907,-3.7477E-4,0.031433,0.073219,0.013931,0.046038,0.014236,0.037024
0.029999,-3.7477E-4,0.032654,0.073219,0.013123,0.046038,0.014740,0.037024
0.029800,-3.7477E-4,0.033264,0.073219,0.014542,0.046038,0.014435,0.037044
0.030304,-3.7477E-4,0.035400,0.073239,0.014847,0.046038,0.014954,0.037044
0.029694,-3.7477E-4,0.033264,0.073239,0.013428,0.046038,0.013321,0.037044
0.029999,-3.7477E-4,0.033356,0.073239,0.013626,0.046038,0.013626,0.037044
0.030106,-3.7477E-4,0.034180,0.073239,0.014648,0.046038,0.014542,0.037044
0.031219,-3.7477E-4,0.035294,0.073239,0.014236,0.046038,0.014542,0.037044
0.029800,-3.7477E-4,0.033966,0.073239,0.013519,0.046038,0.014130,0.037044
0.029800,-3.7477E-4,0.034790,0.073298,0.013626,0.046038,0.013931,0.037044
0.029297,-3.7477E-4,0.036713,0.073377,0.014954,0.046038,0.014435,0.037063
0.031021,-3.7477E-4,0.038345,0.073397,0.014038,0.046038,0.014740,0.037103
0.030823,-3.7477E-4,0.036819,0.073397,0.014435,0.046038,0.014038,0.037182
0.030197,-3.7477E-4,0.038452,0.073397,0.013931,0.046038,0.014542,0.037241
0.030106,-3.7477E-4,0.038544,0.073397,0.014038,0.046038,0.015152,0.037261
0.030716,-3.7477E-4,0.039673,0.073397,0.014740,0.046038,0.014954,0.037300
0.029083,-3.7477E-4,0.037430,0.073397,0.013519,0.046038,0.016373,0.037339
0.029495,-3.7477E-4,0.038452,0.073397,0.014648,0.046038,0.018509,0.037359
0.030197,-3.7477E-4,0.038345,0.073397,0.015045,0.046038,0.018814,0.037379
0.031021,-3.7477E-4,0.040375,0.073436,0.013931,0.046038,0.020035,0.037418
0.031433,-3.7477E-4,0.040283,0.073495,0.012604,0.046038,0.018311,0.037438
0.030411,-3.7477E-4,0.039261,0.073535,0.013519,0.046038,0.019012,0.037458
0.030106,-3.7477E-4,0.042007,0.073535,0.013626,0.046038,0.021149,0.037497
0.031021,-3.7477E-4,0.045975,0.073535,0.013519,0.046038,0.020950,0.037537
0.029694,-3.7477E-4,0.042618,0.073535,0.013626,0.046038,0.021454,0.037556
0.030106,-3.7477E-4,0.043839,0.073535,0.013016,0.046038,0.022675,0.037576
0.029999,-3.7477E-4,0.041702,0.073535,0.014740,0.046038,0.022888,0.037596
0.030609,-3.7477E-4,0.044556,0.073555,0.014328,0.046078,0.023087,0.037596
0.030609,-3.7477E-4,0.042816,0.073555,0.014130,0.046117,0.021561,0.037596
0.030106,-3.7477E-4,0.043945,0.073594,0.013321,0.046137,0.022369,0.037596
0.030716,-3.7477E-4,0.047394,0.073653,0.014130,0.046137,0.022278,0.037596
0.031525,-3.7477E-4,0.047302,0.073693,0.013428,0.046137,0.022064,0.037596
0.030411,-3.7477E-4,0.050140,0.073693,0.012207,0.046137,0.022476,0.037596
0.029907,-3.7477E-4,0.051971,0.073693,0.014130,0.046137,0.021454,0.037596
0.029999,-3.7477E-4,0.050140,0.073693,0.014740,0.046137,0.022980,0.037596
0.030609,-3.7477E-4,0.049835,0.073693,0.014847,0.046137,0.022888,0.037596
0.030197,-3.7477E-4,0.047913,0.073693,0.014328,0.046156,0.022064,0.037596
0.029800,-3.7477E-4,0.050140,0.073693,0.013931,0.046176,0.021454,0.037596
0.030197,-3.7477E-4,0.051971,0.073693,0.014648,0.046216,0.021561,0.037596
0.030609,-3.7477E-4,0.051163,0.073712,0.014435,0.046216,0.022888,0.037596
0.030106,-3.7477E-4,0.053192,0.073752,0.012802,0.046216,0.021362,0.037596
0.029190,-3.7477E-4,0.051163,0.073811,0.012604,0.046216,0.022171,0.037596
0.029907,-3.7477E-4,0.055023,0.073811,0.014038,0.046216,0.022369,0.037596
0.030518,-3.7477E-4,0.056549,0.073811,0.014740,0.046255,0.022278,0.037596
